FlowId,SrcAddr,DestAddr,TxPackets,RxPackets,LostPackets,PacketLossRate(%),Throughput(bps),DelaySum(s)
5968,10.0.0.11,10.0.0.2,8,8,0,0,68341.1,0.00133603
5969,10.0.0.5,10.0.0.15,15,15,0,0,1.0367e+06,0.00292715
5970,10.0.0.15,10.0.0.5,8,8,0,0,68340.6,0.00133615
5971,10.0.0.6,10.0.0.10,15,15,0,0,1.03863e+06,0.00279889
5972,10.0.0.10,10.0.0.6,8,8,0,0,68340,0.00133627
5973,10.0.0.3,10.0.0.13,15,15,0,0,1.03325e+06,0.00644317
5974,10.0.0.13,10.0.0.3,8,8,0,0,72962.1,0.0013361
5975,10.0.0.2,10.0.0.10,15,15,0,0,1.03789e+06,0.0029057
5976,10.0.0.10,10.0.0.2,8,8,0,0,68340,0.00133627
5977,10.0.0.2,10.0.0.3,15,15,0,0,1.03637e+06,0.00289372
5978,10.0.0.3,10.0.0.2,8,8,0,0,68341.1,0.00133604
5979,10.0.0.11,10.0.0.6,14,14,0,0,945840,0.00707992
5980,10.0.0.6,10.0.0.11,7,7,0,0,65749.3,0.00117804
5981,10.0.0.8,10.0.0.11,15,15,0,0,1.03767e+06,0.00286014
5982,10.0.0.11,10.0.0.8,8,8,0,0,68341.1,0.00133603
5983,10.0.0.2,10.0.0.5,15,15,0,0,1.03773e+06,0.00286338
5984,10.0.0.5,10.0.0.2,8,8,0,0,68341.1,0.00133603
5985,10.0.0.13,10.0.0.5,15,15,0,0,1.03858e+06,0.00288202
5986,10.0.0.5,10.0.0.13,8,8,0,0,68340.8,0.0013361
5987,10.0.0.8,10.0.0.7,15,15,0,0,1.03364e+06,0.006368
5988,10.0.0.7,10.0.0.8,8,8,0,0,73105.4,0.00136302
5989,10.0.0.5,10.0.0.7,15,15,0,0,1.03385e+06,0.00646477
5990,10.0.0.7,10.0.0.5,8,8,0,0,72962.6,0.001372
5991,10.0.0.15,10.0.0.9,15,15,0,0,1.03804e+06,0.00285257
5992,10.0.0.9,10.0.0.15,8,8,0,0,68340.7,0.00133613
5993,10.0.0.14,10.0.0.6,15,15,0,0,1.0386e+06,0.00282618
5994,10.0.0.6,10.0.0.14,8,8,0,0,68340.8,0.00133611
5995,10.0.0.1,10.0.0.7,15,15,0,0,1.03715e+06,0.00285492
5996,10.0.0.7,10.0.0.1,8,8,0,0,68341.2,0.00133602
5997,10.0.0.6,10.0.0.9,15,15,0,0,1.03797e+06,0.00281322
5998,10.0.0.9,10.0.0.6,8,8,0,0,68328.7,0.00133602
5999,10.0.0.12,10.0.0.15,15,15,0,0,1.03731e+06,0.00287661
